20150324_10:56,CatastrophicChecks_integration,PASS,0,0,0,0,0,,SUMMARY,Maria Garcia-Bodoh,
20150324_11:17,UIRecon_PatientCenter,Search for patient <patientName>,TEST STEP DATA: patientName = Sarah Miller,Pass,catastrophic check,,,4446
20150324_11:17,UIRecon_PatientCenter,Select search result for patient <patientName>,TEST STEP DATA: patientName = Sarah Miller,Pass,catastrophic check,,,11652
20150324_11:17,UIRecon_PatientCenter,Patient Center for <patientName> was opened,TEST STEP DATA: patientName = Sarah Miller,Pass,,,,109
20150324_11:17,UIRecon_PatientCenter,Click on the tab for patient <patientName>,TEST STEP DATA: patientName = Sarah Miller,Pass,,,,2171
20150324_11:17,UIRecon_PatientCenter,Check that the patient center opens,,Pass,,,,2043
20150324_11:17,UIRecon_PatientCenter,Check the summary info is displayed,,Pass,,,,5063
20150324_11:17,UIRecon_PatientCenter,Check the patient name <patientName> is displayed,TEST STEP DATA: patientName = Sarah Miller,Pass,,,,2043
20150324_11:17,UIRecon_PatientCenter,Check the photo/financial module flipper pane is displayed,,Pass,,,,2048
20150324_11:17,UIRecon_PatientCenter,Check the patient photo container is visible so that patient photo is displayed,,Pass,,,,2181
20150324_11:17,UIRecon_PatientCenter,Click on patient photo container to flip the panel,,Pass,,,,2125
20150324_11:17,UIRecon_PatientCenter,Check the inner financial module is displayed,,Pass,,,,2032
20150324_11:17,UIRecon_PatientCenter,Check the patient photo container is hidden so that photo is no longer displayed,,Pass,,,,31
20150324_11:17,UIRecon_PatientCenter,Click Patient Center tab,,Pass,,,,3220
20150324_11:17,UIRecon_PatientCenter,Click Healthfeed tab,,Pass,,,,2218
20150324_11:17,UIRecon_PatientCenter,Click Activities tab,,Pass,,,,5818
20150324_11:17,UIRecon_PatientCenter,Click Add New Activity '+' button,,Pass,,,,3112
20150324_11:17,UIRecon_PatientCenter,Check the Add New Activity form pops open,,Pass,,,,0
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2345,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Cancel on Add New Activity form,,Fail,,,,1024,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | 
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2144,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Patient Center tab,,Pass,,,,2060
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2142,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Timeline View button,,Fail,,,,1048,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | 
20150324_11:17,UIRecon_PatientCenter,Check Timeline is displayed,,Blocked,,,,0
20150324_11:17,UIRecon_PatientCenter,Check timeline year bar is displayed,,Blocked,,,,0
20150324_11:17,UIRecon_PatientCenter,Check timeline filter menu button is displayed,,Blocked,,,,0
20150324_11:17,UIRecon_PatientCenter,Click dashboard menu button,,Blocked,,,,0
20150324_11:17,UIRecon_PatientCenter,Check that timeline filters list is visible,,Blocked,,,,0
20150324_11:17,UIRecon_PatientCenter,Check that list of Timeline filters is not empty,,Blocked,,,,0
20150324_11:17,UIRecon_PatientCenter,Click on time line filter # 0,,Blocked,,,,0
20150324_11:17,UIRecon_PatientCenter,Check that timeline is displayed after filter is clicked,,Blocked,,,,0
20150324_11:17,UIRecon_PatientCenter,Check patient tab for patient <patientName> is displayed below the toolbar,TEST STEP DATA: patientName = Sarah Miller,Blocked,,,,0
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2170,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | Check Timeline is displayed | Check timeline year bar is displayed | Check timeline filter menu button is displayed | Click dashboard menu button | Check that timeline filters list is visible | Check that list of Timeline filters is not empty | Click on time line filter # 0 | Check that timeline is displayed after filter is clicked | Check patient tab for patient <patientName> is displayed below the toolbar | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Alerts tab,,Pass,,,,2066
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2187,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | Check Timeline is displayed | Check timeline year bar is displayed | Check timeline filter menu button is displayed | Click dashboard menu button | Check that timeline filters list is visible | Check that list of Timeline filters is not empty | Click on time line filter # 0 | Check that timeline is displayed after filter is clicked | Check patient tab for patient <patientName> is displayed below the toolbar | Loading spinner active for more than 5 seconds | Click Alerts tab | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Medication Allergies tab,,Pass,,,,2067
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2206,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | Check Timeline is displayed | Check timeline year bar is displayed | Check timeline filter menu button is displayed | Click dashboard menu button | Check that timeline filters list is visible | Check that list of Timeline filters is not empty | Click on time line filter # 0 | Check that timeline is displayed after filter is clicked | Check patient tab for patient <patientName> is displayed below the toolbar | Loading spinner active for more than 5 seconds | Click Alerts tab | Loading spinner active for more than 5 seconds | Click Medication Allergies tab | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Demographics tab,,Pass,,,,2066
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2283,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | Check Timeline is displayed | Check timeline year bar is displayed | Check timeline filter menu button is displayed | Click dashboard menu button | Check that timeline filters list is visible | Check that list of Timeline filters is not empty | Click on time line filter # 0 | Check that timeline is displayed after filter is clicked | Check patient tab for patient <patientName> is displayed below the toolbar | Loading spinner active for more than 5 seconds | Click Alerts tab | Loading spinner active for more than 5 seconds | Click Medication Allergies tab | Loading spinner active for more than 5 seconds | Click Demographics tab | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Financial tab,,Pass,,,,2069
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2980,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | Check Timeline is displayed | Check timeline year bar is displayed | Check timeline filter menu button is displayed | Click dashboard menu button | Check that timeline filters list is visible | Check that list of Timeline filters is not empty | Click on time line filter # 0 | Check that timeline is displayed after filter is clicked | Check patient tab for patient <patientName> is displayed below the toolbar | Loading spinner active for more than 5 seconds | Click Alerts tab | Loading spinner active for more than 5 seconds | Click Medication Allergies tab | Loading spinner active for more than 5 seconds | Click Demographics tab | Loading spinner active for more than 5 seconds | Click Financial tab | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Images (Documents) tab,,Pass,,,,2059
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2262,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | Check Timeline is displayed | Check timeline year bar is displayed | Check timeline filter menu button is displayed | Click dashboard menu button | Check that timeline filters list is visible | Check that list of Timeline filters is not empty | Click on time line filter # 0 | Check that timeline is displayed after filter is clicked | Check patient tab for patient <patientName> is displayed below the toolbar | Loading spinner active for more than 5 seconds | Click Alerts tab | Loading spinner active for more than 5 seconds | Click Medication Allergies tab | Loading spinner active for more than 5 seconds | Click Demographics tab | Loading spinner active for more than 5 seconds | Click Financial tab | Loading spinner active for more than 5 seconds | Click Images (Documents) tab | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Insurance tab,,Pass,,,,2068
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2223,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | Check Timeline is displayed | Check timeline year bar is displayed | Check timeline filter menu button is displayed | Click dashboard menu button | Check that timeline filters list is visible | Check that list of Timeline filters is not empty | Click on time line filter # 0 | Check that timeline is displayed after filter is clicked | Check patient tab for patient <patientName> is displayed below the toolbar | Loading spinner active for more than 5 seconds | Click Alerts tab | Loading spinner active for more than 5 seconds | Click Medication Allergies tab | Loading spinner active for more than 5 seconds | Click Demographics tab | Loading spinner active for more than 5 seconds | Click Financial tab | Loading spinner active for more than 5 seconds | Click Images (Documents) tab | Loading spinner active for more than 5 seconds | Click Insurance tab | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Medications tab,,Pass,,,,2065
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2252,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | Check Timeline is displayed | Check timeline year bar is displayed | Check timeline filter menu button is displayed | Click dashboard menu button | Check that timeline filters list is visible | Check that list of Timeline filters is not empty | Click on time line filter # 0 | Check that timeline is displayed after filter is clicked | Check patient tab for patient <patientName> is displayed below the toolbar | Loading spinner active for more than 5 seconds | Click Alerts tab | Loading spinner active for more than 5 seconds | Click Medication Allergies tab | Loading spinner active for more than 5 seconds | Click Demographics tab | Loading spinner active for more than 5 seconds | Click Financial tab | Loading spinner active for more than 5 seconds | Click Images (Documents) tab | Loading spinner active for more than 5 seconds | Click Insurance tab | Loading spinner active for more than 5 seconds | Click Medications tab | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Orders tab,,Pass,,,,2063
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2289,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | Check Timeline is displayed | Check timeline year bar is displayed | Check timeline filter menu button is displayed | Click dashboard menu button | Check that timeline filters list is visible | Check that list of Timeline filters is not empty | Click on time line filter # 0 | Check that timeline is displayed after filter is clicked | Check patient tab for patient <patientName> is displayed below the toolbar | Loading spinner active for more than 5 seconds | Click Alerts tab | Loading spinner active for more than 5 seconds | Click Medication Allergies tab | Loading spinner active for more than 5 seconds | Click Demographics tab | Loading spinner active for more than 5 seconds | Click Financial tab | Loading spinner active for more than 5 seconds | Click Images (Documents) tab | Loading spinner active for more than 5 seconds | Click Insurance tab | Loading spinner active for more than 5 seconds | Click Medications tab | Loading spinner active for more than 5 seconds | Click Orders tab | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Significant Events tab,,Pass,,,,2068
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2299,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | Check Timeline is displayed | Check timeline year bar is displayed | Check timeline filter menu button is displayed | Click dashboard menu button | Check that timeline filters list is visible | Check that list of Timeline filters is not empty | Click on time line filter # 0 | Check that timeline is displayed after filter is clicked | Check patient tab for patient <patientName> is displayed below the toolbar | Loading spinner active for more than 5 seconds | Click Alerts tab | Loading spinner active for more than 5 seconds | Click Medication Allergies tab | Loading spinner active for more than 5 seconds | Click Demographics tab | Loading spinner active for more than 5 seconds | Click Financial tab | Loading spinner active for more than 5 seconds | Click Images (Documents) tab | Loading spinner active for more than 5 seconds | Click Insurance tab | Loading spinner active for more than 5 seconds | Click Medications tab | Loading spinner active for more than 5 seconds | Click Orders tab | Loading spinner active for more than 5 seconds | Click Significant Events tab | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Visit History tab,,Pass,,,,2070
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2289,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | Check Timeline is displayed | Check timeline year bar is displayed | Check timeline filter menu button is displayed | Click dashboard menu button | Check that timeline filters list is visible | Check that list of Timeline filters is not empty | Click on time line filter # 0 | Check that timeline is displayed after filter is clicked | Check patient tab for patient <patientName> is displayed below the toolbar | Loading spinner active for more than 5 seconds | Click Alerts tab | Loading spinner active for more than 5 seconds | Click Medication Allergies tab | Loading spinner active for more than 5 seconds | Click Demographics tab | Loading spinner active for more than 5 seconds | Click Financial tab | Loading spinner active for more than 5 seconds | Click Images (Documents) tab | Loading spinner active for more than 5 seconds | Click Insurance tab | Loading spinner active for more than 5 seconds | Click Medications tab | Loading spinner active for more than 5 seconds | Click Orders tab | Loading spinner active for more than 5 seconds | Click Significant Events tab | Loading spinner active for more than 5 seconds | Click Visit History tab | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Wellness Center tab,,Pass,,,,2067
20150324_11:17,UIRecon_PatientCenter,Loading spinner active for more than 5 seconds,,Warning,,,,2248,failureTrace :Set service location to <location> | Search for patient <patientName> | Select search result for patient <patientName> | Patient Center for <patientName> was opened | Click on the tab for patient <patientName> | Check that the patient center opens | Check the summary info is displayed | Check the patient name <patientName> is displayed | Check the photo/financial module flipper pane is displayed | Check the patient photo container is visible so that patient photo is displayed | Click on patient photo container to flip the panel | Check the inner financial module is displayed | Check the patient photo container is hidden so that photo is no longer displayed | Click Patient Center tab | Click Healthfeed tab | Click Activities tab | Click Add New Activity '+' button | Check the Add New Activity form pops open | Loading spinner active for more than 5 seconds | Click Cancel on Add New Activity form | Loading spinner active for more than 5 seconds | Click Patient Center tab | Loading spinner active for more than 5 seconds | Click Timeline View button | Check Timeline is displayed | Check timeline year bar is displayed | Check timeline filter menu button is displayed | Click dashboard menu button | Check that timeline filters list is visible | Check that list of Timeline filters is not empty | Click on time line filter # 0 | Check that timeline is displayed after filter is clicked | Check patient tab for patient <patientName> is displayed below the toolbar | Loading spinner active for more than 5 seconds | Click Alerts tab | Loading spinner active for more than 5 seconds | Click Medication Allergies tab | Loading spinner active for more than 5 seconds | Click Demographics tab | Loading spinner active for more than 5 seconds | Click Financial tab | Loading spinner active for more than 5 seconds | Click Images (Documents) tab | Loading spinner active for more than 5 seconds | Click Insurance tab | Loading spinner active for more than 5 seconds | Click Medications tab | Loading spinner active for more than 5 seconds | Click Orders tab | Loading spinner active for more than 5 seconds | Click Significant Events tab | Loading spinner active for more than 5 seconds | Click Visit History tab | Loading spinner active for more than 5 seconds | Click Wellness Center tab | Loading spinner active for more than 5 seconds | 
20150324_11:17,UIRecon_PatientCenter,Click Problems tab,,Pass,,,,2064
20150324_11:17,UIRecon_PatientCenter,FAIL,33,2,9,0,15,,SUMMARY,Maria Garcia-Bodoh,
20150324_11:27,PreRequisite,Browse to NG7 deployment <site>,TEST STEP DATA: site=https://integration.ng7.io/#/login  browser=prod,Pass,catastrophic check,,,4899
20150324_11:27,PreRequisite,Check that the Username field is displayed,,Pass,catastrophic check,,,12063
20150324_11:27,PreRequisite,Check that the Password field is displayed,,Pass,catastrophic check,,,2047
20150324_11:27,PreRequisite,Check that the forgot password text is displayed,,Pass,catastrophic check,,,2046
20150324_11:27,PreRequisite,Attempt to log on with invalid credentials <invalidUser / invalidPassword>,TEST STEP DATA: invalidUser = tester1 / invalidPassword = cupcake,Pass,,,,2419
20150324_11:27,PreRequisite,Check the invalid login messages pop up for the invalid password login attempt,,Pass,doNotDeliver check,,,2075
